date_epoch,equity
17896,0.999
17898,0.9887789917787697
17899,1.0292705384720846
17900,0.9654728052647368
17903,0.9311144009569017
17904,0.9311144009569017
17905,0.9311144009569017
17906,0.9311144009569017
17907,0.9311144009569017
17910,0.9311144009569017
17911,0.9311144009569017
17912,0.9311144009569017
17913,0.9311144009569017
17914,0.9311144009569017
17918,0.9301832865559447
17919,0.9676108195817245
17920,0.9352246565138808
17921,0.9352246565138808
17924,0.9352246565138808
17925,0.9352246565138808
17926,0.9352246565138808
17927,0.9342894318573669
17928,0.9344072775376039
17931,0.9344072775376039
17932,0.9344072775376039
17933,0.9344072775376039
17934,0.9334728702600663
17935,0.9482640452368987
17938,0.9473157811916618
17939,0.9462853362057257
17940,0.9484235991169809
17941,0.947475175517864
17942,0.9248196299574056
17946,0.8961305292837605
17947,0.9012807001955576
17948,0.7468279392162933
17949,0.7277507792991937
17952,0.728574759147757
17953,0.7254780162920476
17954,0.7145171936795007
17955,0.7138026764858212
17956,0.7039222172144021
17959,0.7039222172144021
17960,0.7039222172144021
17961,0.7039222172144021
17962,0.7039222172144021
17963,0.7039222172144021
17966,0.7039222172144021
17967,0.7039222172144021
17968,0.7039222172144021
17969,0.7039222172144021
17970,0.7039222172144021
17973,0.7039222172144021
17974,0.7039222172144021
17975,0.7039222172144021
17976,0.7039222172144021
17977,0.7032182949971877
17980,0.7013136879365977
17981,0.68700117576548
17982,0.6857887310801039
17983,0.6819631607812134
17984,0.6698172963129168
17987,0.6525242835943283
17988,0.6618304110743964
17989,0.6655854786265671
17990,0.6612178651973787
17991,0.6668404305147828
17994,0.6767534570100745
17995,0.6795028837157298
17996,0.670395316649342
17997,0.6543967996615911
17998,0.6452084485274691
18001,0.6578945515404506
18002,0.6642133067415193
18003,0.6573931952498949
18004,0.6574781553572782
18008,0.6574781553572782
18009,0.6574781553572782
18010,0.6574781553572782
18011,0.6574781553572782
18012,0.6574781553572782
18015,0.6574781553572782
18016,0.6574781553572782
18017,0.6568206772019208
18018,0.6353332620382101
18019,0.6353332620382101
18022,0.6353332620382101
18023,0.6346979287761718
18024,0.6454400690843101
18025,0.6382831365788391
18026,0.6506251558061314
18029,0.6678576902646453
18030,0.6648293749927485
18031,0.6704312535012591
18032,0.673076399702674
18033,0.6989166030286049
18036,0.7013526115483262
18037,0.7017986407835793
18038,0.7268070813571381
18039,0.7363986839808409
18040,0.7376319542609856
18044,0.7376319542609856
18045,0.7376319542609856
18046,0.7376319542609856
18047,0.7376319542609856
18050,0.7376319542609856
18051,0.7376319542609856
18052,0.7376319542609856
18053,0.7376319542609856
18054,0.7376319542609856
18057,0.7376319542609856
18058,0.7376319542609856
18059,0.7376319542609856
18060,0.7368943223067246
18061,0.7499806579047382
18064,0.7540418173284236
18065,0.7766044180547192
18066,0.7808913710756996
18067,0.7845013509562243
18068,0.7738969784389289
